INVENTORY_ID,JURISDICTION,OWNER_TYPE,OWNER_NAME,PRECEDENCE_RANK,STANDARD_TYPE,STANDARD_VERSION,STANDARD_ID,STANDARD_REVISION,DOCUMENTATION_TITLES,SRC_DATA_FORMAT,PRODUCTION_YEARS,PUBLICATION_DATE,ACQUISITION_PERSON,ACQUISITION_DATE,ACQUISITION_TYPE,ACQUISITION_LINKS,CONTACT_INFO,DATA_AVAILABILITY,REDISTRIBUTION,PERMISSION,LICENSE_AGREEMENT,LICENSE_AGREEMENT_URL,PHOTO_YEAR_SRC,PHOTO_YEAR_START,PHOTO_YEAR_END,TRANSLATED_BY_ULAVAL,TRANSLATED_BY_CFS,TRANSLATED_BY_CUSTOM,CONVERTED_STAND_CNT,CAS_ROW_CNT,DST_ROW_CNT,ECO_ROW_CNT,LYR_ROW_CNT,NFL_ROW_CNT,GEO_ROW_CNT,COMMENT
QC10,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,10,"NAIPF, AIPF",4th - 5th,IPF05,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2017,GEOPACKAGE,UNKNOWN_VALUE,UNKNOWN_VALUE,Morgan Thompson,10/08/2023,HTTP,https://www.donneesquebec.ca/recherche/dataset/carte-ecoforestiere-avec-perturbations,"Ministere des Forets, de la Faune et des Parcs",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,2011,2015,YES,YES,NO,8897958,8897958,4705293,1071502,6859557,1246669,8897958,This inventory is a fraction of Quebec that uses the  AIPF standard ( ver_prg LIKE '%AIPF% OR (ver_prg='MIXTE' AND in_etage = 'O')). It is part of the CARTE_ECO_MAJ_PROV.gpkg downloaded in 2023. 
SK01,Saskatchewan,PROV_GOV,Saskatchewan Ministry of Environment,1,UTM,UNKNOWN_VALUE,UTM01,UNKNOWN_VALUE,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,08/12/2009,EMAIL,NOT_APPLICABLE,"Xianhua Kong, A / Inventory Forester, Forest Service, Saskatchewan Ministry of Environment, PO Box 3003, PRINCE ALBERT, SK, S6V 6G1. Phone: 306-953-2458. Fax: 306-953-2360. Email: xianhua.kong@gov.sk.ca",DIRECT_CONTACT,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1971,2001,YES,NO,NO,1501667,1501667,64052,474842,1094519,340357,1501667,"Xianhua Kong asked us in his email ""SASK FVI request"" written in 2009-08-12 to keep the inventory for internal use only. No license has been sign."
SK02,Saskatchewan,PROV_GOV,Saskatchewan Ministry of Environment - Island Forest,2,SFVI,UNKNOWN_VALUE,SFV01,UNKNOWN_VALUE,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,07/08/2014,TEMPORARY_HTTP,UNKNOWN_VALUE,"Thomas Gowen. Government of Saskatchewan, Resource Data Technician, Forest Service, Ministry of Environment. PO Box 3003, Prince Albert, Canada, S6V 6G1. Phone: 306-953-2319",DIRECT_CONTACT,NOT_SPECIFIED,UNKNOWN_VALUE,UNKNOWN_VALUE,NOT_APPLICABLE,RELATIONAL_JOIN,2004,2012,YES,NO,YES,27312,27312,9020,953,29861,17530,27312,
SK03,Saskatchewan,PROV_GOV,Saskatchewan Ministry of Environment - Meadow Lake provincial park,3,SFVI,UNKNOWN_VALUE,SFV01,UNKNOWN_VALUE,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,07/08/2014,TEMPORARY_HTTP,UNKNOWN_VALUE,"Thomas Gowen. Government of Saskatchewan, Resource Data Technician, Forest Service, Ministry of Environment. PO Box 3003, Prince Albert, Canada, S6V 6G1. Phone: 306-953-2319",DIRECT_CONTACT,NOT_SPECIFIED,UNKNOWN_VALUE,UNKNOWN_VALUE,NOT_APPLICABLE,RELATIONAL_JOIN,2008,2008,YES,NO,YES,8964,8964,236,407,10906,6845,8964,
SK04,Saskatchewan,INDUSTRY,FORSITE - PAFMA,5,SFVI,UNKNOWN_VALUE,SFV01,UNKNOWN_VALUE,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,12/10/2014,FTP,UNKNOWN_VALUE,Shelley Desautels or Cam Browm. Email: cbrown@forsite.ca,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,RELATIONAL_JOIN,1998,2005,YES,NO,NO,633522,633522,93980,106590,717835,318383,633522,
SK05,Saskatchewan,INDUSTRY,FORSITE - WEYCO,4,SFVI,UNKNOWN_VALUE,SFV01,UNKNOWN_VALUE,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,12/10/2014,FTP,UNKNOWN_VALUE,Shelley Desautels or Cam Browm. Email: cbrown@forsite.ca,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,RELATIONAL_JOIN,1998,2004,YES,NO,NO,421977,421977,58248,85120,490535,189851,421977,
SK06,Saskatchewan,INDUSTRY,Mistic Management LTD,6,SFVI,UNKNOWN_VALUE,SFV01,UNKNOWN_VALUE,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,3/16/2015,EMAIL,NOT_APPLICABLE,"Steve Reed or Al Balisky, General Manager. Tel: (306) 236-9708. Email: al.balisky@mistik.ca",DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1994,2005,YES,NO,NO,211482,211482,45081,28356,296399,83670,211482,"Name of the column have been change, but the data follow SFVI standard"
SK07,Saskatchewan,PROV_GOV,Saskatchewan Ministry of Environment,7,UTM,UNKNOWN_VALUE,UTM01,UNKNOWN_VALUE,SASKATCHEWAN FOREST INVENTORY DATA DICTIONARY & DATABASE STRUCTURE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Morgan Thompson,20/03/2025,HTTP,NOT_APPLICABLE,"Jared Matwishyn. Government of Saskatchewan, Remote Sensing Technician. Forest Service, Ministry of Environment. Prince Albert, Canada  S6V 6G1 Phone  306-940-8352",DIRECT_CONTACT,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1971,2001,YES,YES,NO,1470758,1470758,69144,444737,1092211,316424,1470758,Submitted through NFIS contributions page under CFS CASFRI-MAGPlot data sharing agreement
YT01,Yukon Territory,TERRITORY,"Governement of Yukon, Energy, Mines and Resources department",1,YVI,2.1,YVI01,UNKNOWN_VALUE,Yukon Veg Inventory Manual,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,4/18/2008,FTP,UNKNOWN_VALUE,John Wright (JohnG.Wright@gov.yk.ca),DIRECT_CONTACT,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,UNKNOWN_VALUE,1999,2004,YES,NO,NO,249636,249636,20704,11150,114733,82302,249636,Not used in CASFRI v4.
YT02,Yukon Territory,TERRITORY,"Governement of Yukon, Energy, Mines and Resources department",2,YVI,2.1,YVI01,UNKNOWN_VALUE,Yukon Veg Inventory Manual,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,07/11/2014,HTTP,http://www.geomaticsyukon.ca/data,Sue Deforest. GIS: Forest Management Branch. Yukon Government. Phone: 867.633.7919,OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1968,2007,YES,NO,NO,231137,231137,19173,10313,105102,76018,231137,
YT03,Yukon Territory,TERRITORY,"Governement of Yukon, Energy, Mines and Resources department",3,YVI,3,YVI02,UNKNOWN_VALUE,Yukon Vegetation Inventory Manual version 3,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Marc Edwards,05/02/2021,FTP,ftp://ftp.geomaticsyukon.ca/GeoYukon/Forestry/Vegetation_Inventory_5k/,UNKNOWN_VALUE,OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,2007,2012,YES,YES,YES,71073,71073,23285,11096,65548,97712,71073,Documentation requested from Robin Sharples on Feb 5 2021. Kristian provided her contact info. 'Our current contact is Robin (Robin.Sharples@yukon.ca) who is the acting director at Yukon Forest Management Branch'
YT04,Yukon Territory,TERRITORY,"Governement of Yukon, Energy, Mines and Resources department",4,YVI,2.1,YVI01,UNKNOWN_VALUE,Yukon Vegetation Inventory Manual version 3,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Morgan Thompson,05/02/2021,FTP,,UNKNOWN_VALUE,OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,2007,2012,YES,YES,NO,231137,231137,19173,10313,105102,19949,231137,Documentation requested from Robin Sharples on Feb 5 2021. Kristian provided her contact info. 'Our current contact is Robin (Robin.Sharples@yukon.ca) who is the acting director at Yukon Forest Management Branch'
